Timestamp,Actor,Target,Spell,Aura Apply,White Damage,White Crit,Yellow Damage,Yellow Crit,Consecutive Crit,Buffer Income,Observed Buffer,Expected Buffer,Observed Tick,Expected Tick,Buffer Delta,Tick Delta,Delta Ratio,Remaining Deep Wound Tick,Vomit Before,Vomit After,Vomit Before Bonus,Vomit After Bonus,Munched,Munched Bonus,Total Observed Tick,Total Expected Tick,Total Tick Damage Delta,Total Vomit Before,Total Vomit After,Total Munched Bonus
5/8 16:09:50.479,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,1,0,0,0,,,,,,0,,,,,,,89046,86748.10232655091,2297.897673449086,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:50.479,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,1,0,0,0,,,,,,0,,,,,,,89046,86748.10232655091,2297.897673449086,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:50.830,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,431.0,nil,0,0,2155.0,1880.3997278743077,431.0,376.07994557486154,274.6002721256923,54.92005442513846,5.0,5,,,,,,,89477,87124.18227212578,2352.8177278742223,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:51.268,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,1823.0,nil,0,0,2155.0,1880.3997278743077,,,,,,5,,,,,,,89477,87124.18227212578,2352.8177278742223,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:51.268,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,0,0,0,0,,,,,,0,,,,,,,89477,87124.18227212578,2352.8177278742223,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:51.824,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,431.0,nil,0,0,1724.0,1504.3197822994462,431.0,376.07994557486154,219.68021770055384,54.92005442513846,4.0,4,,,,,,,89908,87500.26221770064,2407.7377822993585,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:52.031,Player-4904-00822A31,DEBUFF,Rend,0,,,,,0,0,0,0,,,,,,0,,,,,,,89908,87500.26221770064,2407.7377822993585,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:52.031,Player-4904-00822A31,BUFF,Taste for Blood,1,,,,,0,0,0,0,,,,,,0,,,,,,,89908,87500.26221770064,2407.7377822993585,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:52.331,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1983.0,1,1.0,,1,638.85,1724.0,2143.169782299446,,,,,,6,,,,,,,89908,87500.26221770064,2407.7377822993585,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:53.365,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,394.0,nil,0,0,1970.0,1785.9748185828716,394.0,357.19496371657436,184.02518141712835,36.805036283425636,5.0,5,,,,,,,90302,87857.45718141721,2444.5428185827914,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:53.748,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,90302,87857.45718141721,2444.5428185827914,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:53.748,Player-4904-00822A31,BUFF,Battle Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,90302,87857.45718141721,2444.5428185827914,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:53.748,Player-4904-00822A31,DEBUFF,Rend,1,,,,,0,0,0,0,,,,,,0,,,,,,,90302,87857.45718141721,2444.5428185827914,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:54.104,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,1361.0,nil,1.0,,0,0,1970.0,1785.9748185828716,,,,,,5,,,,,,,90302,87857.45718141721,2444.5428185827914,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:54.104,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,0,0,0,0,,,,,,0,,,,,,,90302,87857.45718141721,2444.5428185827914,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:54.347,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,394.0,nil,0,0,1576.0,1428.7798548662972,394.0,357.19496371657436,147.22014513370277,36.805036283425636,4.0,4,,,,,,,90696,88214.65214513378,2481.347854866224,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:54.751,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,90696,88214.65214513378,2481.347854866224,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:54.752,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,90696,88214.65214513378,2481.347854866224,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:55.131,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,955.0,nil,1.0,,0,0,1576.0,1428.7798548662972,,,,,,4,,,,,,,90696,88214.65214513378,2481.347854866224,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:55.277,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,1822.0,nil,0,0,1576.0,1428.7798548662972,,,,,,4,,,,,,,90696,88214.65214513378,2481.347854866224,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:55.277,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,0,0,0,0,,,,,,0,,,,,,,90696,88214.65214513378,2481.347854866224,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:55.409,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,394.0,nil,0,0,1182.0,1071.5848911497228,394.0,357.19496371657436,110.41510885027719,36.805036283425636,3.0,3,,,,,,,91090,88571.84710885034,2518.152891149657,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:55.881,Player-4904-00822A31,BUFF,Bloodrage,1,,,,,0,0,0,0,,,,,,0,,,,,,,91090,88571.84710885034,2518.152891149657,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:56.402,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,393.0,nil,0,0,786.0,714.3899274331484,393.0,357.19496371657436,71.61007256685161,35.805036283425636,2.0,2,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:56.756,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,1789.0,nil,0,0,786.0,714.3899274331484,,,,,,2,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:56.756,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,1067.0,nil,0,0,786.0,714.3899274331484,,,,,,2,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:56.882,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,3171.0,1,1.0,,1,1022.16,786.0,1736.5499274331482,,,,,,6,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:56.882,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,1,0,0,0,,,,,,0,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:57.910,Player-4904-0085F01F,BUFF,Molten Armor,1,,,,,1,0,0,0,,,,,,0,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:57.910,Player-4904-0085F01F,BUFF,Arcane Intellect,1,,,,,1,0,0,0,,,,,,0,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:57.910,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,1,0,0,0,,,,,,0,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:57.910,Player-4904-00822A31,BUFF,Battle Stance,1,,,,,1,0,0,0,,,,,,0,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:57.910,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1731.0,1,1.0,,2,638.85,786.0,2375.399927433148,,,,,,6,,,,,,,91483,88929.04207256691,2553.95792743309,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:57.934,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,301.0,nil,0,0,1505.0,1979.4999395276234,301.0,395.8999879055247,-474.4999395276234,-94.89998790552471,5.0,5,,,,,,,91784,89324.94206047243,2459.057939527571,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:58.166,Player-4904-0085F01F,BUFF,Armistice,1,,,,,0,0,0,0,,,,,,0,,,,,,,91784,89324.94206047243,2459.057939527571,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:58.273,Player-4904-00822A31,BUFF,Taste for Blood,0,,,,,0,0,0,0,,,,,,0,,,,,,,91784,89324.94206047243,2459.057939527571,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:58.273,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Overpower,,118.0,0,3222.0,1,1,638.85,1505.0,2618.3499395276235,,,,,,6,,,,,,,91784,89324.94206047243,2459.057939527571,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:58.878,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,1,0,0,0,,,,,,0,,,,,,,91784,89324.94206047243,2459.057939527571,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:58.878,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,1,0,0,0,,,,,,0,,,,,,,91784,89324.94206047243,2459.057939527571,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:59.321,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,511.0,nil,0,0,2555.0,2181.9582829396863,511.0,436.39165658793723,373.04171706031366,74.60834341206277,5.0,5,,,,,,,92295,89761.33371706036,2533.6662829396373,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:59.594,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,1615.0,nil,1.0,,0,0,2555.0,2181.9582829396863,,,,,,5,,,,,,,92295,89761.33371706036,2533.6662829396373,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:59.825,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4139.0,1,1,1022.16,2555.0,3204.118282939686,,,,,,6,,,,,,,92295,89761.33371706036,2533.6662829396373,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:09:59.825,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,1,0,0,0,,,,,,0,,,,,,,92295,89761.33371706036,2533.6662829396373,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:00.733,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1977.0,1,1.0,,2,638.85,2555.0,3842.968282939686,,,,,,6,,,,,,,92295,89761.33371706036,2533.6662829396373,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:01.757,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,703.0,nil,0,0,3515.0,3202.473569116405,703.0,640.494713823281,312.5264308835949,62.50528617671898,5.0,5,,,,,,,92998,90401.82843088364,2596.1715691163554,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:02.382,Player-4904-00822A31,BUFF,Heightened Reflexes,1,,,,,0,0,0,0,,,,,,0,,,,,,,92998,90401.82843088364,2596.1715691163554,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:02.382,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Heroic Strike,,118.0,0,4201.0,1,1,1022.16,3515.0,4224.633569116405,,,,,,6,,,,,,,92998,90401.82843088364,2596.1715691163554,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:02.489,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,1,0,0,0,,,,,,0,,,,,,,92998,90401.82843088364,2596.1715691163554,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:03.413,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1965.0,1,1.0,,2,638.85,3515.0,4863.483569116405,,,,,,6,,,,,,,92998,90401.82843088364,2596.1715691163554,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:03.824,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4140.0,1,3,1022.16,3515.0,5885.643569116405,,,,,,6,,,,,,,92998,90401.82843088364,2596.1715691163554,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:03.824,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,3,0,0,0,,,,,,0,,,,,,,92998,90401.82843088364,2596.1715691163554,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:04.910,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1033.0,nil,0,0,5165.0,4904.702974263671,1033.0,980.9405948527342,260.2970257363286,52.05940514726581,5.0,5,,,,,,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:05.087,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Heroic Strike,,118.0,0,4000.0,1,1,1022.16,5165.0,5926.862974263671,,,,,,6,,,,,,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:05.312,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,4203.0,1,2,1022.16,5165.0,6949.022974263671,,,,,,6,,,,,,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:05.312,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,2699.0,1,3,638.85,5165.0,7587.8729742636715,,,,,,6,,,,,True,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:05.312,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,3,0,0,0,,,,,,0,,,,,,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:05.680,Player-4904-00822A31,BUFF,Taste for Blood,1,,,,,3,0,0,0,,,,,,0,,,,,,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:05.807,Player-4904-00822A31,BUFF,Bloodrage,0,,,,,3,0,0,0,,,,,,0,,,,,,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:06.083,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,956.0,nil,1.0,,3,0,5165.0,7587.8729742636715,,,,,,6,,,,,,,94031,91382.76902573637,2648.230974263628,-277.01657204804246,-0.027486539780284147,-0.94621259705184
5/8 16:10:06.348,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1308.0,nil,0,0,6540.0,6323.22747855306,1308.0,1264.6454957106118,216.77252144694012,43.35450428938816,5.0,5,,,,,,-8.704900857877647,95339,92647.41452144699,2691.58547855301,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:07.355,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1308.0,nil,0,0,5232.0,5058.581982842448,1308.0,1264.6454957106118,173.41801715755173,43.35450428938816,4.0,4,,,,,,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:07.472,Player-4904-00822A31,BUFF,Heightened Reflexes,0,,,,,0,0,0,0,,,,,,0,,,,,,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:07.841,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,3281.0,1,1.0,,1,1022.16,5232.0,6080.741982842448,,,,,,6,,,,,,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:07.841,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4073.0,1,2,1022.16,5232.0,7102.901982842448,,,,,,6,,,,,True,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:07.841,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,2,0,0,0,,,,,,0,,,,,,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:08.770,Player-4904-00822A31,DEBUFF,Rend,0,,,,,2,0,0,0,,,,,,0,,,,,,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:08.857,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1991.0,1,1.0,,3,638.85,5232.0,7741.751982842448,,,,,,6,,,,,,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:08.857,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,3,0,0,0,,,,,,0,,,,,,,96647,93912.06001715761,2734.939982842392,-277.01657204804246,-0.027486539780284147,-9.651113454929487
5/8 16:10:08.857,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1213.0,nil,0,0,6065.0,6451.45998570204,1213.0,1290.291997140408,-386.4599857020403,-77.29199714040806,5.0,5,,,,,,-120.64650142979622,97860,95202.35201429801,2657.6479857019876,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:08.857,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,97860,95202.35201429801,2657.6479857019876,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:08.857,Player-4904-00822A31,BUFF,Battle Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,97860,95202.35201429801,2657.6479857019876,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:09.338,Player-4904-00822A31,BUFF,Taste for Blood,0,,,,,0,0,0,0,,,,,,0,,,,,,,97860,95202.35201429801,2657.6479857019876,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:09.338,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Overpower,,118.0,0,2993.0,1,1,638.85,6065.0,7090.309985702041,,,,,,6,,,,,,,97860,95202.35201429801,2657.6479857019876,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:10.007,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,1,0,0,0,,,,,,0,,,,,,,97860,95202.35201429801,2657.6479857019876,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:10.007,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,1,0,0,0,,,,,,0,,,,,,,97860,95202.35201429801,2657.6479857019876,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:10.386,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1277.0,nil,0,0,6385.0,5908.591654751701,1277.0,1181.71833095034,476.40834524829916,95.28166904965997,5.0,5,,,,,,,99137,96384.07034524836,2752.9296547516424,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:10.618,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,2953.0,1,1.0,,1,1022.16,6385.0,6930.751654751701,,,,,,6,,,,,,,99137,96384.07034524836,2752.9296547516424,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:11.647,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1945.0,1,1.0,,2,638.85,6385.0,7569.601654751701,,,,,,6,,,,,,,99137,96384.07034524836,2752.9296547516424,-277.01657204804246,-0.027486539780284147,-130.2976148847257
5/8 16:10:11.647,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1341.0,nil,0,0,6705.0,6308.001378959751,1341.0,1261.6002757919503,396.9986210402494,79.39972420804975,5.0,5,True,,-15.88194484161022,,,,100478,97645.6706210403,2832.3293789596937,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:11.761,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4140.0,1,1,1022.16,6705.0,7330.16137895975,,,,,,6,,,,,,,100478,97645.6706210403,2832.3293789596937,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:11.761,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,1,0,0,0,,,,,,0,,,,,,,100478,97645.6706210403,2832.3293789596937,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:11.862,Player-4904-00822A31,BUFF,Slam!,1,,,,,1,0,0,0,,,,,,0,,,,,,,100478,97645.6706210403,2832.3293789596937,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:12.856,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1288.0,nil,0,0,6440.0,6108.467815799792,1288.0,1221.6935631599583,331.53218420020767,66.30643684004167,5.0,5,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.453,Player-4904-00822A31,BUFF,Heightened Reflexes,1,,,,,0,0,0,0,,,,,,0,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.453,Player-4904-00822A31,BUFF,Slam!,0,,,,,0,0,0,0,,,,,,0,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.453,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Heroic Strike,,118.0,0,4225.0,1,1,1022.16,6440.0,7130.627815799792,,,,,,6,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.453,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Slam,,118.0,0,4308.0,1,2,1022.16,6440.0,8152.787815799792,,,,,,6,,,,,True,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.455,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,2,0,0,0,,,,,,0,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.861,Player-4904-0085F01F,BUFF,Molten Armor,1,,,,,2,0,0,0,,,,,,0,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.861,Player-4904-0085F01F,BUFF,Arcane Intellect,1,,,,,2,0,0,0,,,,,,0,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:13.861,Player-4904-0085F01F,BUFF,Armistice,1,,,,,2,0,0,0,,,,,,0,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:14.360,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,2022.0,1,1.0,,3,638.85,6440.0,8791.637815799791,,,,,,6,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:15.251,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,4041.0,1,4,1022.16,6440.0,9813.797815799791,,,,,,6,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:15.251,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,2423.0,1,5,638.85,6440.0,10452.647815799792,,,,,,6,,,,,True,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:16.133,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Heroic Strike,,118.0,0,1819.0,nil,5,0,6440.0,10452.647815799792,,,,,,6,,,,,,,101766,98867.36418420027,2898.635815799731,-292.8985168896527,-0.027486539780284147,-130.2976148847257
5/8 16:10:16.277,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1798.0,nil,0,0,8990.0,8710.539846499827,1798.0,1742.1079692999654,279.46015350017296,55.89203070003464,5.0,5,,,,,,-10.414406140007031,103564,100609.47215350023,2954.527846499768,-292.8985168896527,-0.027486539780284147,-140.71202102473273
5/8 16:10:16.662,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4140.0,1,1,1022.16,8990.0,9732.699846499827,,,,,,6,,,,,,,103564,100609.47215350023,2954.527846499768,-292.8985168896527,-0.027486539780284147,-140.71202102473273
5/8 16:10:16.662,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,1,0,0,0,,,,,,0,,,,,,,103564,100609.47215350023,2954.527846499768,-292.8985168896527,-0.027486539780284147,-140.71202102473273
5/8 16:10:17.062,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,877.0,nil,1.0,,1,0,8990.0,9732.699846499827,,,,,,6,,,,,,,103564,100609.47215350023,2954.527846499768,-292.8985168896527,-0.027486539780284147,-140.71202102473273
5/8 16:10:17.777,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1669.0,nil,0,0,8345.0,8110.583205416522,1669.0,1622.1166410833046,234.4167945834779,46.88335891669544,5.0,5,,,,,,,105233,102231.58879458354,3001.411205416458,-292.8985168896527,-0.027486539780284147,-140.71202102473273
5/8 16:10:18.256,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Execute,,118.0,0,3957.0,1,1,638.85,8345.0,8749.433205416522,,,,,,6,,,,,,,105233,102231.58879458354,3001.411205416458,-292.8985168896527,-0.027486539780284147,-140.71202102473273
