Timestamp,Actor,Target,Spell,Aura Apply,White Damage,White Crit,Yellow Damage,Yellow Crit,Consecutive Crit,Buffer Income,Observed Buffer,Expected Buffer,Observed Tick,Expected Tick,Buffer Delta,Tick Delta,Delta Ratio,Remaining Deep Wound Tick,Vomit Before,Vomit After,Vomit Before Bonus,Vomit After Bonus,Munched,Munched Bonus,Total Observed Tick,Total Expected Tick,Total Tick Damage Delta,Total Vomit Before,Total Vomit After,Total Munched Bonus
5/8 16:14:26.770,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,917.0,nil,1.0,,2,0,1078.0,2895.929154836611,,,,,,6,,,,,,,237616,230999.83284516353,6616.167154836468,-204.7997749656518,-23.8472092887813,23.109250414081032
5/8 16:14:27.559,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,547.0,nil,0,0,2735.0,2413.2742956971756,547.0,482.65485913943513,321.7257043028244,64.34514086056487,5.0,5,,,,,,142.80471827887044,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:27.678,Player-4904-00822A31,BUFF,Hyperspeed Acceleration,1,,,,,0,0,0,0,,,,,,0,,,,,,,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:28.033,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4073.0,1,1,1022.16,2735.0,3435.4342956971755,,,,,,6,,,,,,,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:28.033,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,1,0,0,0,,,,,,0,,,,,,,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:28.584,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,3004.0,1,1.0,,2,1022.16,2735.0,4457.594295697176,,,,,,6,,,,,,,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:29.178,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,2,0,0,0,,,,,,0,,,,,,,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:29.178,Player-4904-00822A31,BUFF,Battle Stance,1,,,,,2,0,0,0,,,,,,0,,,,,,,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:29.448,Player-4904-00822A31,DEBUFF,Rend,1,,,,,2,0,0,0,,,,,,0,,,,,,,238163,231482.48770430297,6680.51229569703,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:29.618,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,796.0,nil,0,0,3980.0,3714.66191308098,796.0,742.9323826161959,265.33808691902004,53.06761738380408,5.0,5,,,,,,,238959,232225.42008691916,6733.579913080845,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:30.090,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,238959,232225.42008691916,6733.579913080845,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:30.090,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,238959,232225.42008691916,6733.579913080845,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:30.606,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,796.0,nil,0,0,3184.0,2971.729530464784,796.0,742.9323826161959,212.27046953521585,53.06761738380408,4.0,4,,,,,,,239755,232968.35246953534,6786.647530464659,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:31.128,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,1447.0,nil,1.0,,0,0,3184.0,2971.729530464784,,,,,,4,,,,,,,239755,232968.35246953534,6786.647530464659,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:31.128,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,0,0,0,0,,,,,,0,,,,,,,239755,232968.35246953534,6786.647530464659,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:31.615,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,796.0,nil,0,0,2388.0,2228.7971478485883,796.0,742.9323826161959,159.20285215141166,53.06761738380408,3.0,3,,,,,,,240551,233711.28485215153,6839.715147848474,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:32.009,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,870.0,nil,1.0,,0,0,2388.0,2228.7971478485883,,,,,,3,,,,,,,240551,233711.28485215153,6839.715147848474,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:32.009,Player-4904-00822A31,BUFF,Flurry,0,,,,,0,0,0,0,,,,,,0,,,,,,,240551,233711.28485215153,6839.715147848474,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:32.009,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4139.0,1,1,1022.16,2388.0,3250.957147848588,,,,,,6,,,,,,,240551,233711.28485215153,6839.715147848474,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:32.009,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,1,0,0,0,,,,,,0,,,,,,,240551,233711.28485215153,6839.715147848474,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:32.009,Player-4904-00822A31,BUFF,Flurry,1,,,,,1,0,0,0,,,,,,0,,,,,,,240551,233711.28485215153,6839.715147848474,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:32.530,Player-4904-00822A31,BUFF,Taste for Blood,1,,,,,1,0,0,0,,,,,,0,,,,,,,240551,233711.28485215153,6839.715147848474,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:33.086,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,568.0,nil,0,0,2840.0,2709.13095654049,568.0,541.826191308098,130.86904345951007,26.173808691901968,5.0,5,,,,,,,241119,234253.11104345962,6865.888956540381,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:33.663,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,2965.0,1,1.0,,1,1022.16,2840.0,3731.29095654049,,,,,,6,,,,,,,241119,234253.11104345962,6865.888956540381,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:34.558,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,811.0,nil,1.0,,1,0,2840.0,3731.29095654049,,,,,,6,,,,,,,241119,234253.11104345962,6865.888956540381,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:34.558,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,1,0,0,0,,,,,,0,,,,,,,241119,234253.11104345962,6865.888956540381,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:34.558,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,1687.0,nil,1,0,2840.0,3731.29095654049,,,,,,6,,,,,,,241119,234253.11104345962,6865.888956540381,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:34.558,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,2888.0,1,2,638.85,2840.0,4370.14095654049,,,,,,6,,,,,,,241119,234253.11104345962,6865.888956540381,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:35.565,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,751.0,nil,0,0,3755.0,3641.7841304504086,751.0,728.3568260900817,113.21586954959139,22.643173909918346,5.0,5,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:36.143,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,1823.0,nil,0,0,3755.0,3641.7841304504086,,,,,,5,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:36.143,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,0,0,0,0,,,,,,0,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:36.143,Player-4904-00822A31,BUFF,Slam!,1,,,,,0,0,0,0,,,,,,0,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:36.143,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,3041.0,1,1.0,,1,1022.16,3755.0,4663.944130450409,,,,,,6,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:37.094,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,2105.0,1,1.0,,2,638.85,3755.0,5302.794130450409,,,,,,6,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:37.094,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,2,0,0,0,,,,,,0,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:37.686,Player-4904-00822A31,BUFF,Slam!,0,,,,,2,0,0,0,,,,,,0,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:37.686,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Slam,,118.0,0,1899.0,nil,2,0,3755.0,5302.794130450409,,,,,,6,,,,,,,241870,234981.4678695497,6888.532130450301,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:38.097,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,902.0,nil,0,0,4510.0,4418.995108708675,902.0,883.7990217417349,91.0048912913253,18.20097825826508,5.0,5,,,,,,,242772,235865.26689129142,6906.733108708577,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:38.727,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Heroic Strike,,118.0,0,1798.0,nil,0,0,4510.0,4418.995108708675,,,,,,5,,,,,,,242772,235865.26689129142,6906.733108708577,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:38.727,Player-4904-00822A31,BUFF,Slam!,1,,,,,0,0,0,0,,,,,,0,,,,,,,242772,235865.26689129142,6906.733108708577,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:38.825,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,242772,235865.26689129142,6906.733108708577,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:38.825,Player-4904-00822A31,BUFF,Battle Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,242772,235865.26689129142,6906.733108708577,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:39.138,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,902.0,nil,0,0,3608.0,3535.1960869669397,902.0,883.7990217417349,72.80391303306033,18.20097825826508,4.0,4,,,,,,,243674,236749.06591303315,6924.934086966852,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:39.138,Player-4904-00822A31,BUFF,Taste for Blood,0,,,,,0,0,0,0,,,,,,0,,,,,,,243674,236749.06591303315,6924.934086966852,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:39.138,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Overpower,,118.0,0,1385.0,nil,0,0,3608.0,3535.1960869669397,,,,,,4,,,,,,,243674,236749.06591303315,6924.934086966852,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:39.569,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,842.0,nil,1.0,,0,0,3608.0,3535.1960869669397,,,,,,4,,,,,,,243674,236749.06591303315,6924.934086966852,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:39.687,Player-4904-00822A31,BUFF,Hyperspeed Acceleration,0,,,,,0,0,0,0,,,,,,0,,,,,,,243674,236749.06591303315,6924.934086966852,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:39.953,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,243674,236749.06591303315,6924.934086966852,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:39.953,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,243674,236749.06591303315,6924.934086966852,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:40.131,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,902.0,nil,0,0,2706.0,2651.3970652252046,902.0,883.7990217417349,54.60293477479536,18.20097825826508,3.0,3,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:40.619,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,4139.0,1,1,1022.16,2706.0,3673.5570652252045,,,,,,6,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:40.619,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,1,0,0,0,,,,,,0,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:41.401,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,2926.0,1,1.0,,2,1022.16,2706.0,4695.717065225204,,,,,,6,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:42.152,Player-4904-00822A31,BUFF,Slam!,0,,,,,2,0,0,0,,,,,,0,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:42.152,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Slam,,118.0,0,4288.0,1,3,1022.16,2706.0,5717.877065225204,,,,,,6,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:42.254,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,3,0,0,0,,,,,,0,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:42.423,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,906.0,nil,1.0,,3,0,2706.0,5717.877065225204,,,,,,6,,,,,,,244576,237632.86493477487,6943.135065225128,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:43.258,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,962.0,nil,0,0,4810.0,4764.8975543543365,962.0,952.9795108708673,45.102445645663465,9.02048912913267,5.0,5,,,,,,,245538,238585.84444564575,6952.155554354249,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:44.210,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee MH Crit,,3100.0,1,1.0,,1,1022.16,4810.0,5787.057554354336,,,,,,6,,,,,,,245538,238585.84444564575,6952.155554354249,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:44.210,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,4224.0,1,2,1022.16,4810.0,6809.217554354336,,,,,,6,,,,,True,,245538,238585.84444564575,6952.155554354249,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:44.210,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,1080.0,nil,2,0,4810.0,6809.217554354336,,,,,,6,,,,,,,245538,238585.84444564575,6952.155554354249,-204.7997749656518,-23.8472092887813,165.91396869295147
5/8 16:14:44.210,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1167.0,nil,0,0,5835.0,5674.347961961947,1167.0,1134.8695923923894,160.65203803805343,32.13040760761055,5.0,5,,,,,,23.10991847847788,246705,239720.71403803813,6984.285961961868,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:44.541,Player-4904-00822A31,DEBUFF,Rend,0,,,,,0,0,0,0,,,,,,0,,,,,,,246705,239720.71403803813,6984.285961961868,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:44.541,Player-4904-00822A31,BUFF,Taste for Blood,1,,,,,0,0,0,0,,,,,,0,,,,,,,246705,239720.71403803813,6984.285961961868,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:45.125,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1952.0,1,1.0,,1,638.85,5835.0,6313.197961961947,,,,,,6,,,,,,,246705,239720.71403803813,6984.285961961868,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:45.768,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,1822.0,nil,1,0,5835.0,6313.197961961947,,,,,,6,,,,,,,246705,239720.71403803813,6984.285961961868,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:45.768,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,1,0,0,0,,,,,,0,,,,,,,246705,239720.71403803813,6984.285961961868,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:46.251,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1055.0,nil,0,0,5275.0,5260.998301634956,1055.0,1052.199660326991,14.001698365043922,2.8003396730089207,5.0,5,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:46.686,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:46.686,Player-4904-00822A31,BUFF,Battle Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:46.939,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Heroic Strike,,118.0,0,4060.0,1,1,1022.16,5275.0,6283.158301634956,,,,,,6,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:47.222,Player-4904-00822A31,DEBUFF,Rend,1,,,,,1,0,0,0,,,,,,0,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:47.770,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,1,0,0,0,,,,,,0,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:47.770,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,1,0,0,0,,,,,,0,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:48.028,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,997.0,nil,1.0,,1,0,5275.0,6283.158301634956,,,,,,6,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:48.028,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,1,0,0,0,,,,,,0,,,,,,,247760,240772.91369836513,6987.086301634874,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:48.028,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1039.0,nil,0,0,5195.0,5235.965251362463,1039.0,1047.1930502724927,-40.96525136246328,-8.193050272492655,5.0,5,,,,,,,248799,241820.10674863763,6978.893251362373,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:48.728,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,248799,241820.10674863763,6978.893251362373,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:48.728,Player-4904-00822A31,BUFF,Battle Stance,1,,,,,0,0,0,0,,,,,,0,,,,,,,248799,241820.10674863763,6978.893251362373,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:49.033,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,1039.0,nil,0,0,4156.0,4188.772201089971,1039.0,1047.1930502724927,-32.77220108997062,-8.193050272492655,4.0,4,,,,,,,249838,242867.29979891013,6970.700201089872,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:49.033,Player-4904-00822A31,BUFF,Taste for Blood,0,,,,,0,0,0,0,,,,,,0,,,,,,,249838,242867.29979891013,6970.700201089872,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:49.140,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Overpower,,118.0,0,3003.0,1,1,638.85,4156.0,4827.622201089971,,,,,,6,,,,,,,249838,242867.29979891013,6970.700201089872,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:49.706,Player-4904-00822A31,BUFF,Battle Stance,0,,,,,1,0,0,0,,,,,,0,,,,,,,249838,242867.29979891013,6970.700201089872,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:49.706,Player-4904-00822A31,BUFF,Berserker Stance,1,,,,,1,0,0,0,,,,,,0,,,,,,,249838,242867.29979891013,6970.700201089872,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:49.811,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,1419.0,nil,1.0,,1,0,4156.0,4827.622201089971,,,,,,6,,,,,,,249838,242867.29979891013,6970.700201089872,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:50.182,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,853.0,nil,0,0,4265.0,4023.0185009083093,853.0,804.6037001816618,241.9814990916907,48.39629981833821,5.0,5,,,,,,,250691,243671.9034990918,7019.096500908199,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:50.454,Player-4904-00822A31,BUFF,Bloodrage,1,,,,,0,0,0,0,,,,,,0,,,,,,,250691,243671.9034990918,7019.096500908199,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:50.649,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,1822.0,nil,0,0,4265.0,4023.0185009083093,,,,,,5,,,,,,,250691,243671.9034990918,7019.096500908199,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:50.649,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,0,0,0,0,,,,,,0,,,,,,,250691,243671.9034990918,7019.096500908199,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:50.763,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Melee OH Crit,,1912.0,1,1.0,,1,638.85,4265.0,4661.868500908309,,,,,,6,,,,,,,250691,243671.9034990918,7019.096500908199,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:51.850,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,817.0,nil,0,0,4085.0,3884.890417423591,817.0,776.9780834847182,200.10958257640914,40.02191651528176,5.0,5,,,,,,,251508,244448.88158257652,7059.11841742348,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:52.281,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,4130.0,1,1,1022.16,4085.0,4907.050417423591,,,,,,6,,,,,,,251508,244448.88158257652,7059.11841742348,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:52.281,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Whirlwind,,118.0,0,1209.0,nil,1,0,4085.0,4907.050417423591,,,,,,6,,,,,,,251508,244448.88158257652,7059.11841742348,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:52.281,Player-4904-00822A31,BUFF,Bloodthirst,0,,,,,1,0,0,0,,,,,,0,,,,,,,251508,244448.88158257652,7059.11841742348,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:53.260,Player-4904-00822A31,BUFF,Taste for Blood,1,,,,,1,0,0,0,,,,,,0,,,,,,,251508,244448.88158257652,7059.11841742348,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:53.386,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,851.0,nil,0,0,4255.0,4089.208681186326,851.0,817.8417362372652,165.79131881367402,33.158263762734805,5.0,5,,,,,,,252359,245266.72331881378,7092.276681186224,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:53.590,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,0000000000000000,,973.0,nil,1.0,,0,0,4255.0,4089.208681186326,,,,,,5,,,,,,,252359,245266.72331881378,7092.276681186224,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:54.354,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,851.0,nil,0,0,3404.0,3271.366944949061,851.0,817.8417362372652,132.63305505093922,33.158263762734805,4.0,4,,,,,,,253210,246084.56505505103,7125.434944948967,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:54.948,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Bloodthirst,,118.0,0,1822.0,nil,0,0,3404.0,3271.366944949061,,,,,,4,,,,,,,253210,246084.56505505103,7125.434944948967,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:54.948,Player-4904-00822A31,BUFF,Bloodthirst,1,,,,,0,0,0,0,,,,,,0,,,,,,,253210,246084.56505505103,7125.434944948967,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:55.379,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Heroic Strike,,118.0,0,1821.0,nil,0,0,3404.0,3271.366944949061,,,,,,4,,,,,,,253210,246084.56505505103,7125.434944948967,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:55.379,Player-4904-00822A31,Creature-0-4908-571-18024-33229-0000586B7B,Deep Wound,,118.0,0,851.0,nil,0,0,2553.0,2453.5252087117956,851.0,817.8417362372652,99.47479128820441,33.158263762734805,3.0,3,,,,,,,254061,246902.4067912883,7158.593208711711,-204.7997749656518,-23.8472092887813,189.02388717142935
5/8 16:14:55.976,Player-4904-00822A31,BUFF,Berserker Stance,0,,,,,0,0,0,0,,,,,,0,,,,,,,254061,246902.4067912883,7158.593208711711,-204.7997749656518,-23.8472092887813,189.02388717142935
